Id,SalePrice
2001,269600.0
2002,245800.0
2003,266300.0
2004,293300.0
2005,233700.0
2006,224700.0
2007,247900.0
2008,223100.0
2009,191000.0
2010,194900.0
2011,141900.0
2012,170100.0
2013,176900.0
2014,185600.0
2015,201800.0
2016,187800.0
2017,194700.0
2018,125100.0
2019,135700.0
2020,114700.0
2021,108700.0
2022,193800.0
2023,149700.0
2024,267700.0
2025,365700.0
2026,177300.0
2027,160900.0
2028,153500.0
2029,164400.0
2030,260200.0
2031,228100.0
2032,243900.0
2033,252400.0
2034,171100.0
2035,215800.0
2036,201400.0
2037,222800.0
2038,304400.0
2039,216800.0
2040,342700.0
2041,279300.0
2042,204400.0
2043,178800.0
2044,170700.0
2045,205700.0
2046,151600.0
2047,145300.0
2048,140000.0
2049,142500.0
2050,177200.0
2051,110100.0
2052,121700.0
2053,147000.0
2054,94800.0
2055,151800.0
2056,145100.0
2057,122300.0
2058,217700.0
2059,139200.0
2060,174400.0
2061,181900.0
2062,130800.0
2063,115000.0
2064,134500.0
2065,115200.0
2066,163300.0
2067,112800.0
2068,144800.0
2069,85200.0
2070,107000.0
2071,98000.0
2072,137700.0
2073,137100.0
2074,185400.0
2075,150400.0
2076,109500.0
2077,144600.0
2078,123100.0
2079,140400.0
2080,116300.0
2081,127800.0
2082,114200.0
2083,146500.0
2084,105300.0
2085,123300.0
2086,113400.0
2087,125400.0
2088,102400.0
2089,88800.0
2090,128800.0
2091,118700.0
2092,113500.0
2093,120300.0
2094,117600.0
2095,149900.0
2096,83500.0
2097,95100.0
2098,138300.0
2099,56400.0
2100,77500.0
2101,112500.0
2102,130100.0
2103,105600.0
2104,140900.0
2105,119500.0
2106,68900.0
2107,197100.0
2108,110300.0
2109,109800.0
2110,128000.0
2111,142000.0
2112,142800.0
2113,134000.0
2114,125100.0
2115,164100.0
2116,118400.0
2117,150000.0
2118,127300.0
2119,111600.0
2120,119500.0
2121,88300.0
2122,107500.0
2123,87000.0
2124,159400.0
2125,133200.0
2126,172600.0
2127,147600.0
2128,120900.0
2129,97000.0
2130,126900.0
2131,140900.0
2132,115000.0
2133,121700.0
2134,113500.0
2135,99300.0
2136,80200.0
2137,106300.0
2138,129800.0
2139,151700.0
2140,142700.0
2141,136700.0
2142,128000.0
2143,140100.0
2144,126500.0
2145,139900.0
2146,157700.0
2147,144700.0
2148,131600.0
2149,142200.0
2150,210800.0
2151,117500.0
2152,155600.0
2153,170200.0
2154,101600.0
2155,130300.0
2156,264600.0
2157,233300.0
2158,229000.0
2159,208700.0
2160,183100.0
2161,239800.0
2162,392600.0
2163,340200.0
2164,238800.0
2165,196100.0
2166,144100.0
2167,219700.0
2168,197100.0
2169,196000.0
2170,219200.0
2171,148400.0
2172,126700.0
2173,155500.0
2174,227800.0
2175,297200.0
2176,296500.0
2177,236800.0
2178,214200.0
2179,140300.0
2180,206100.0
2181,192800.0
2182,213700.0
2183,192500.0
2184,121600.0
2185,129500.0
2186,140200.0
2187,149500.0
2188,153800.0
2189,303400.0
2190,77400.0
2191,74700.0
2192,89800.0
2193,103900.0
2194,97100.0
2195,109800.0
2196,98700.0
2197,118300.0
2198,148600.0
2199,155300.0
2200,153100.0
2201,155100.0
2202,207000.0
2203,161800.0
2204,187300.0
2205,136300.0
2206,146900.0
2207,205900.0
2208,261200.0
2209,231400.0
2210,117800.0
2211,113400.0
2212,115200.0
2213,97600.0
2214,126600.0
2215,102500.0
2216,154400.0
2217,60800.0
2218,74400.0
2219,64400.0
2220,59800.0
2221,313600.0
2222,277600.0
2223,277700.0
2224,209900.0
2225,119200.0
2226,188700.0
2227,195300.0
2228,258600.0
2229,260500.0
2230,149400.0
2231,216200.0
2232,177200.0
2233,187700.0
2234,240400.0
2235,217600.0
2236,268100.0
2237,330000.0
2238,197300.0
2239,110600.0
2240,151300.0
2241,167800.0
2242,115900.0
2243,116200.0
2244,100500.0
2245,93900.0
2246,142900.0
2247,105000.0
2248,123100.0
2249,127000.0
2250,128300.0
2251,123500.0
2252,177000.0
2253,151600.0
2254,171600.0
2255,181500.0
2256,179000.0
2257,206700.0
2258,161600.0
2259,172600.0
2260,136300.0
2261,195300.0
2262,213800.0
2263,367100.0
2264,543000.0
2265,172000.0
2266,285600.0
2267,390500.0
2268,435900.0
2269,143400.0
2270,190000.0
2271,218500.0
2272,208600.0
2273,165700.0
2274,184300.0
2275,166000.0
2276,193800.0
2277,185700.0
2278,142600.0
2279,136400.0
2280,113400.0
2281,167500.0
2282,186300.0
2283,105200.0
2284,113700.0
2285,140300.0
2286,122500.0
2287,364100.0
2288,274900.0
2289,391300.0
2290,469400.0
2291,324100.0
2292,443600.0
2293,505000.0
2294,395400.0
2295,477200.0
2296,300500.0
2297,328200.0
2298,319600.0
2299,377800.0
2300,336600.0
2301,300000.0
2302,251200.0
2303,245500.0
2304,259100.0
2305,196000.0
2306,188900.0
2307,197600.0
2308,237200.0
2309,266800.0
2310,212000.0
2311,206700.0
2312,182500.0
2313,176600.0
2314,182800.0
2315,182500.0
2316,195100.0
2317,188900.0
2318,185000.0
2319,185300.0
2320,180100.0
2321,241200.0
2322,186700.0
2323,191300.0
2324,173700.0
2325,215700.0
2326,173200.0
2327,204500.0
2328,227400.0
2329,187400.0
2330,179900.0
2331,352900.0
2332,391700.0
2333,327600.0
2334,250900.0
2335,270700.0
2336,323100.0
2337,205500.0
2338,282100.0
2339,221500.0
2340,414000.0
2341,231900.0
2342,240500.0
2343,237300.0
2344,220600.0
2345,242500.0
2346,217600.0
2347,201500.0
2348,251900.0
2349,176400.0
2350,300900.0
2351,253900.0
2352,251400.0
2353,237100.0
2354,135100.0
2355,144600.0
2356,154900.0
2357,188400.0
2358,192300.0
2359,130100.0
2360,118300.0
2361,137100.0
2362,297500.0
2363,140800.0
2364,155600.0
2365,221800.0
2366,196500.0
2367,226700.0
2368,218700.0
2369,220500.0
2370,164000.0
2371,165100.0
2372,195700.0
2373,281000.0
2374,314400.0
2375,250300.0
2376,308400.0
2377,375400.0
2378,151100.0
2379,201900.0
2380,149100.0
2381,168000.0
2382,200900.0
2383,199200.0
2384,242400.0
2385,154900.0
2386,138300.0
2387,137400.0
2388,97900.0
2389,127600.0
2390,150200.0
2391,136700.0
2392,109800.0
2393,175600.0
2394,145100.0
2395,201900.0
2396,146000.0
2397,214500.0
2398,128900.0
2399,72000.0
2400,67000.0
2401,123200.0
2402,136200.0
2403,140200.0
2404,150800.0
2405,162000.0
2406,141600.0
2407,119200.0
2408,141900.0
2409,118900.0
2410,172500.0
2411,118500.0
2412,155600.0
2413,129100.0
2414,141500.0
2415,133900.0
2416,128000.0
2417,125300.0
2418,126300.0
2419,127000.0
2420,123200.0
2421,140400.0
2422,118500.0
2423,117500.0
2424,156500.0
2425,218000.0
2426,117500.0
2427,126900.0
2428,185700.0
2429,107900.0
2430,133400.0
2431,117600.0
2432,139700.0
2433,138000.0
2434,131700.0
2435,144700.0
2436,105600.0
2437,115600.0
2438,128000.0
2439,108200.0
2440,118300.0
2441,95700.0
2442,103400.0
2443,114100.0
2444,122700.0
2445,86100.0
2446,127400.0
2447,166200.0
2448,126700.0
2449,103600.0
2450,144600.0
2451,114400.0
2452,181400.0
2453,90800.0
2454,110700.0
2455,108800.0
2456,132100.0
2457,140300.0
2458,127900.0
2459,106800.0
2460,139400.0
2461,117200.0
2462,131700.0
2463,123600.0
2464,164200.0
2465,143100.0
2466,120000.0
2467,132800.0
2468,92300.0
2469,96600.0
2470,182600.0
2471,202700.0
2472,169300.0
2473,108500.0
2474,98800.0
2475,211900.0
2476,116200.0
2477,132700.0
2478,151500.0
2479,121000.0
2480,140400.0
2481,130200.0
2482,135600.0
2483,116400.0
2484,122400.0
2485,124700.0
2486,151000.0
2487,182200.0
2488,154700.0
2489,157300.0
2490,141700.0
2491,80900.0
2492,193700.0
2493,150500.0
2494,139700.0
2495,86000.0
2496,230500.0
2497,155400.0
2498,113100.0
2499,87300.0
2500,123700.0
2501,133100.0
2502,135900.0
2503,90400.0
2504,174800.0
2505,234900.0
2506,257700.0
2507,296300.0
2508,258200.0
2509,213400.0
2510,219800.0
2511,176300.0
2512,208200.0
2513,219500.0
2514,254300.0
2515,144100.0
2516,168400.0
2517,137900.0
2518,150300.0
2519,226000.0
2520,207200.0
2521,190200.0
2522,223400.0
2523,122400.0
2524,137300.0
2525,136100.0
2526,137900.0
2527,123200.0
2528,133900.0
2529,143300.0
2530,119300.0
2531,258900.0
2532,228300.0
2533,196900.0
2534,234500.0
2535,308500.0
2536,222800.0
2537,233500.0
2538,187600.0
2539,193100.0
2540,179400.0
2541,182100.0
2542,164400.0
2543,127100.0
2544,120300.0
2545,135100.0
2546,121100.0
2547,140100.0
2548,147100.0
2549,159300.0
2550,1331400.0
2551,144300.0
2552,123800.0
2553,71200.0
2554,86100.0
2555,113500.0
2556,100500.0
2557,109600.0
2558,141100.0
2559,146200.0
2560,154000.0
2561,146100.0
2562,136600.0
2563,146300.0
2564,199100.0
2565,138000.0
2566,170100.0
2567,148600.0
2568,223000.0
2569,226000.0
2570,119100.0
2571,195000.0
2572,158400.0
2573,244300.0
2574,310800.0
2575,127600.0
2576,118300.0
2577,138300.0
2578,91100.0
2579,58900.0
2580,88100.0
2581,93000.0
2582,92100.0
2583,294900.0
2584,166700.0
2585,183300.0
2586,220400.0
2587,193300.0
2588,146400.0
2589,146400.0
2590,198400.0
2591,217900.0
2592,217300.0
2593,253200.0
2594,170100.0
2595,197600.0
2596,302300.0
2597,179100.0
2598,285000.0
2599,336100.0
2600,156200.0
2601,134100.0
2602,87100.0
2603,93500.0
2604,87200.0
2605,87000.0
2606,148900.0
2607,200300.0
2608,188100.0
2609,159100.0
2610,108000.0
2611,129000.0
2612,149400.0
2613,125800.0
2614,122900.0
2615,158000.0
2616,145200.0
2617,183600.0
2618,191100.0
2619,203500.0
2620,187100.0
2621,172400.0
2622,179700.0
2623,237100.0
2624,302200.0
2625,322200.0
2626,166600.0
2627,169300.0
2628,475500.0
2629,520100.0
2630,367100.0
2631,491800.0
2632,431400.0
2633,299400.0
2634,420000.0
2635,157600.0
2636,187600.0
2637,181300.0
2638,277000.0
2639,187700.0
2640,151700.0
2641,111700.0
2642,192200.0
2643,104800.0
2644,117700.0
2645,104300.0
2646,99600.0
2647,106700.0
2648,149100.0
2649,141100.0
2650,135000.0
2651,144200.0
2652,417200.0
2653,253500.0
2654,251800.0
2655,402700.0
2656,323900.0
2657,362500.0
2658,308300.0
2659,308000.0
2660,357500.0
2661,361500.0
2662,355400.0
2663,292900.0
2664,255600.0
2665,314200.0
2666,277100.0
2667,178200.0
2668,188500.0
2669,181700.0
2670,284200.0
2671,189700.0
2672,194400.0
2673,204100.0
2674,197900.0
2675,172900.0
2676,196100.0
2677,196800.0
2678,252700.0
2679,273400.0
2680,280400.0
2681,402000.0
2682,328100.0
2683,548700.0
2684,315700.0
2685,341100.0
2686,271800.0
2687,322200.0
2688,226800.0
2689,210000.0
2690,457500.0
2691,187300.0
2692,137000.0
2693,197800.0
2694,139600.0
2695,190800.0
2696,182000.0
2697,180700.0
2698,195000.0
2699,167500.0
2700,151500.0
2701,158700.0
2702,123200.0
2703,123300.0
2704,141100.0
2705,119300.0
2706,116600.0
2707,125900.0
2708,128100.0
2709,99800.0
2710,122800.0
2711,295900.0
2712,376100.0
2713,171800.0
2714,156400.0
2715,168700.0
2716,146200.0
2717,201300.0
2718,228300.0
2719,160500.0
2720,178600.0
2721,138500.0
2722,171800.0
2723,143100.0
2724,130800.0
2725,133400.0
2726,141400.0
2727,173900.0
2728,169500.0
2729,144800.0
2730,138400.0
2731,122800.0
2732,120200.0
2733,153800.0
2734,134100.0
2735,137700.0
2736,139300.0
2737,119600.0
2738,136900.0
2739,159500.0
2740,127500.0
2741,144400.0
2742,151900.0
2743,152700.0
2744,165400.0
2745,138100.0
2746,140100.0
2747,144700.0
2748,113500.0
2749,134000.0
2750,131300.0
2751,136100.0
2752,180100.0
2753,150000.0
2754,225000.0
2755,132200.0
2756,96800.0
2757,85700.0
2758,87900.0
2759,146200.0
2760,121600.0
2761,148200.0
2762,148100.0
2763,182000.0
2764,152400.0
2765,281400.0
2766,126600.0
2767,80100.0
2768,114700.0
2769,136000.0
2770,147600.0
2771,115100.0
2772,118200.0
2773,150300.0
2774,135900.0
2775,110200.0
2776,134500.0
2777,153500.0
2778,99900.0
2779,110300.0
2780,94000.0
2781,95100.0
2782,100500.0
2783,99300.0
2784,121300.0
2785,126500.0
2786,75500.0
2787,117700.0
2788,79800.0
2789,175700.0
2790,82800.0
2791,115100.0
2792,57100.0
2793,148700.0
2794,92400.0
2795,120800.0
2796,104800.0
2797,199700.0
2798,99000.0
2799,112900.0
2800,72600.0
2801,99800.0
2802,134300.0
2803,162700.0
2804,128000.0
2805,94200.0
2806,101400.0
2807,168600.0
2808,145200.0
2809,128800.0
2810,123900.0
2811,155000.0
2812,154100.0
2813,163800.0
2814,166400.0
2815,85100.0
2816,233800.0
2817,147200.0
2818,129700.0
2819,176000.0
2820,135400.0
2821,92300.0
2822,178800.0
2823,306000.0
2824,180100.0
2825,150200.0
2826,127300.0
2827,137100.0
2828,225200.0
2829,181800.0
2830,232500.0
2831,176000.0
2832,251400.0
2833,285400.0
2834,218800.0
2835,220300.0
2836,191900.0
2837,155200.0
2838,141800.0
2839,179200.0
2840,199500.0
2841,205500.0
2842,230200.0
2843,151800.0
2844,166900.0
2845,116800.0
2846,210700.0
2847,196900.0
2848,217800.0
2849,199000.0
2850,280700.0
2851,224500.0
2852,237100.0
2853,241400.0
2854,141200.0
2855,203200.0
2856,207900.0
2857,190600.0
2858,208800.0
2859,123200.0
2860,131600.0
2861,132800.0
2862,194100.0
2863,132300.0
2864,264300.0
2865,143200.0
2866,135000.0
2867,90300.0
2868,117000.0
2869,101600.0
2870,128300.0
2871,83100.0
2872,65700.0
2873,93000.0
2874,133700.0
2875,117100.0
2876,163800.0
2877,132500.0
2878,155900.0
2879,137200.0
2880,106900.0
2881,147200.0
2882,178800.0
2883,195200.0
2884,203500.0
2885,185300.0
2886,234600.0
2887,101000.0
2888,128700.0
2889,63800.0
2890,80700.0
2891,140400.0
2892,41200.0
2893,59400.0
2894,46200.0
2895,328800.0
2896,289000.0
2897,191900.0
2898,152700.0
2899,205700.0
2900,154200.0
2901,207300.0
2902,178000.0
2903,333800.0
2904,361400.0
2905,90400.0
2906,191800.0
2907,104300.0
2908,128800.0
2909,146700.0
2910,77100.0
2911,86400.0
2912,143800.0
2913,80500.0
2914,75700.0
2915,76700.0
2916,81900.0
2917,154300.0
2918,116200.0
2919,223700.0
