rating,final_price,actual_price,offer_per,norating,noreviews,five_star,four_star,three_star,two_star,one_star,main_category_Women,platform_Flipkart,fulfilled_1,title_bellies,title_boots,title_casuals,title_flip flops,title_jalsa,title_loafers,title_sandal,title_shoes,title_slip,title_sneaker
3.3,999,6.906754778648554,0.0,100.0,147.0,3.261935314328648,1.410986973710262,2.89591193827178,2.714694743820879,3.6136169696133895,0,0,1,0,0,0,0,0,0,0,0,0,1
4.0,599,7.1693500166706,53.89,22.0,3.0,2.4932054526026954,1.1314021114911006,1.410986973710262,0.09531017980432493,0.7419373447293773,1,1,1,0,0,0,0,0,0,1,0,0,0
4.1,299,6.395261598115449,50.08,41.0,9.0,2.9496883350525844,2.5726122302071057,1.62924053973028,1.1314021114911006,0.09531017980432493,1,1,1,0,0,0,1,0,0,0,0,0,0
4.4,599,7.089243155027514,50.04,101.0,16.0,4.220977213155467,3.0007198150650303,1.62924053973028,1.62924053973028,1.1314021114911006,1,1,1,0,0,0,0,0,0,0,0,1,0
4.5,1979,8.188411308079031,45.01,141.0,12.0,4.585987366571318,3.2228678461377385,2.0918640616783932,1.410986973710262,1.8082887711792655,0,1,1,0,0,0,0,0,0,0,0,0,0
4.2,999,7.6004023345004,50.03,732.0,99.0,5.9351587108968875,5.43851399704132,4.249922794040544,3.1822118404966093,3.40452517175483,0,1,1,0,0,0,0,0,0,1,0,0,0
4.0,379,6.906754778648554,62.06,138.0,24.0,4.220977213155467,3.40452517175483,2.7788192719904172,2.6461747973841225,2.312535423847214,0,1,0,0,0,0,0,0,0,1,0,0,0
4.2,399,6.906754778648554,60.06,9305.0,1619.0,8.641196838885676,7.444891717537924,6.82556860799419,5.765504533284198,6.542616042345538,1,1,1,0,1,0,0,0,0,0,0,0,0
3.9,399,6.906754778648554,60.06,1353.0,202.0,6.548362358976356,5.553347106724568,5.159629846774143,4.345103280569283,4.984291318756654,1,1,0,0,0,0,0,0,0,0,0,0,1
4.0,499,6.906754778648554,50.05,54.0,7.714285714285714,3.3357695763397,2.2082744135228043,2.312535423847214,0.7419373447293773,1.62924053973028,1,1,0,0,0,0,0,0,0,1,0,0,0
4.0,236,6.212606095751519,52.71,26934.0,2952.0,9.599411835597913,8.364298389310981,8.028813756480076,7.4343164471341865,8.047541500233036,0,1,1,0,0,0,0,0,0,0,0,0,1
3.6,175,6.212606095751519,64.93,569.0,63.0,5.517854422268135,4.575741375297279,4.3054155323020415,3.893859034800475,4.6061696863211745,1,1,1,0,0,0,0,0,0,1,0,0,0
4.0,225,6.54965074223381,67.81,2270.0,318.0,7.0184913205768025,6.284320710833492,5.720639591722624,4.86830338551846,5.2045559867335625,1,1,1,1,0,0,0,0,0,0,0,0,0
4.7,1596,7.382124365737512,0.68,100.0,4.0,-2.3025850929940455,-2.3025850929940455,-2.3025850929940455,3.40452517175483,4.249922794040544,1,0,0,0,0,0,0,0,0,0,0,0,0
4.4,3009,8.366137716496281,30.01,215.0,14.0,4.956531035103055,3.763522997109702,2.714694743820879,1.1314021114911006,2.4932054526026954,1,1,1,0,0,0,0,0,0,0,1,0,0
4.0,199,6.395261598115449,66.78,3615.0,299.0,7.675592405173526,6.089271607110894,5.863915226161007,5.328361487896413,6.13361493921266,0,1,1,0,0,0,1,0,0,0,0,0,0
4.1,249,5.988961416889864,37.59,33.0,6.0,2.8390784635086144,2.2082744135228043,0.7419373447293773,1.410986973710262,0.09531017980432493,1,1,0,0,0,0,1,0,0,0,0,0,0
4.2,599,6.906754778648554,40.04,10.0,0.0,1.8082887711792655,0.7419373447293773,0.09531017980432493,-2.3025850929940455,0.09531017980432493,1,1,1,0,1,0,0,0,0,0,0,0,0
4.1,2165,8.263590432617319,45.01,250.0,31.0,5.17105201550216,3.7864597824528,3.0492730404820207,2.0918640616783932,0.09531017980432493,0,1,1,0,0,0,0,0,0,0,1,0,0
4.1,831,7.43543801981455,50.97,14.0,0.0,1.9600947840472698,1.410986973710262,0.09531017980432493,0.09531017980432493,0.09531017980432493,1,1,1,0,0,0,0,0,0,1,0,0,0
3.8,499,6.906754778648554,50.05,21.0,4.0,2.5726122302071057,0.7419373447293773,-2.3025850929940455,-2.3025850929940455,1.8082887711792655,0,1,0,0,0,0,0,0,0,0,1,0,0
4.1,399,6.906754778648554,60.06,180.0,23.0,4.6061696863211745,3.4688560301359703,3.095577608523707,2.312535423847214,2.7788192719904172,1,1,0,0,0,0,0,0,0,0,0,0,0
3.7,564,7.3758821482150125,64.68,100.0,40.0,2.714694743820879,2.4069451083182885,2.312535423847214,3.0007198150650303,3.7864597824528,0,0,1,0,0,0,0,0,0,0,0,0,1
3.9,199,6.212606095751519,60.12,369.0,46.0,5.283711214158674,3.914021008090819,3.9908341858524357,3.2228678461377385,3.763522997109702,1,1,0,0,0,0,0,0,0,0,0,0,0
4.1,759,6.906754778648554,24.02,11780.0,1748.0,8.755122886920313,7.824485914084677,7.145274996240854,6.467853993552845,6.931569457081392,0,1,1,0,0,0,0,0,0,0,0,0,1
4.0,782,6.906754778648554,21.72,3180.0,475.0,7.375318432688513,6.558339636724995,5.940434375995203,5.08821342874163,5.820379622240015,0,1,1,0,0,0,0,0,0,0,1,0,0
4.0,658,6.906754778648554,34.13,1695.0,266.0,6.792456654618674,5.883600901232037,5.318610069815799,4.175924549214524,5.17105201550216,0,1,0,0,0,0,0,0,0,0,1,0,0
4.3,400,6.906754778648554,59.96,18.0,3.0,2.4069451083182885,1.62924053973028,-2.3025850929940455,0.09531017980432493,0.09531017980432493,0,1,1,0,0,0,0,0,1,0,0,0,0
4.1,819,6.906754778648554,18.02,26640.0,3667.0,9.55733561843723,8.749748314617674,7.998368997538986,7.01490419449918,7.646879145782107,0,1,1,0,0,0,0,0,0,1,0,0,0
4.0,468,7.312553498102598,68.78,550.0,103.0,5.6458001921178536,4.788324729085938,4.278054044290903,3.299533727885655,3.8732821771117156,1,1,0,0,0,0,0,0,0,1,0,0,0
4.4,525,6.906754778648554,47.45,5.0,0.0,1.1314021114911006,0.09531017980432493,0.09531017980432493,-2.3025850929940455,-2.3025850929940455,1,1,0,0,1,0,0,0,0,0,0,0,0
3.6,219,5.855071922202427,37.25,16140.0,1926.0,8.785401882364493,7.96140506861514,7.855583436854448,7.273855663568025,7.90547852153683,0,1,0,0,0,0,0,0,0,0,0,1,0
4.5,899,7.312553498102598,40.03,70.0,5.0,3.7400477406883357,3.0492730404820207,1.62924053973028,0.7419373447293773,-2.3025850929940455,1,1,1,0,0,0,0,0,0,1,0,0,0
4.2,1599,7.4377951216719325,5.89,1399.0,263.0,6.784570178411759,5.481055503227208,4.779963476361254,3.586292865338835,4.788324729085938,1,1,0,0,0,0,0,0,0,1,0,0,0
4.2,429,6.906754778648554,57.06,366.0,84.0,5.407620101438487,4.206184043977636,3.66612246699132,2.4069451083182885,3.261935314328648,1,1,1,0,1,0,0,0,0,0,0,0,0
3.7,499,6.683360945766275,37.55,19.0,1.0,2.2082744135228043,1.1314021114911006,0.7419373447293773,0.7419373447293773,1.1314021114911006,0,1,0,0,0,0,0,0,0,0,0,0,0
4.2,246,6.326149473155099,55.99,290.0,48.0,5.056882545261575,4.235554730773624,3.55820113047182,2.6461747973841225,2.714694743820879,1,1,1,1,0,0,0,0,0,0,0,0,0
4.0,347,6.212606095751519,30.46,4147.0,688.0,7.684829919477369,6.7616885028473535,6.288044416495374,5.318610069815799,5.902906520126191,1,1,1,0,0,0,0,0,0,0,0,0,1
4.0,302,7.4949862339505335,83.21,60.0,11.0,3.370738174177447,2.5726122302071057,2.2082744135228043,1.8082887711792655,1.1314021114911006,0,1,0,0,0,0,0,0,0,0,1,0,0
3.4,315,6.906754778648554,68.47,26.0,4.0,2.2082744135228043,1.9600947840472698,0.09531017980432493,1.1314021114911006,1.8082887711792655,1,1,0,1,0,0,0,0,0,0,0,0,0
4.0,220,6.212606095751519,55.91,656.0,80.0,5.908354640384975,4.6549122778829055,4.318820558770089,3.6913763343125234,4.220977213155467,1,1,0,0,0,0,1,0,0,0,0,0,0
4.5,1499,7.824046010856292,40.04,13.0,1.0,2.4069451083182885,-2.3025850929940455,0.09531017980432493,-2.3025850929940455,0.09531017980432493,1,1,0,0,0,0,0,0,0,0,0,0,0
4.3,499,6.906754778648554,50.05,96.0,15.0,4.11251186617755,3.0007198150650303,2.0918640616783932,1.410986973710262,1.1314021114911006,1,1,1,0,0,0,0,0,0,0,0,1,0
4.2,389,6.906754778648554,61.06,19.0,2.0,2.4932054526026954,0.7419373447293773,1.1314021114911006,-2.3025850929940455,0.7419373447293773,0,1,0,0,0,0,0,0,0,1,0,0,0
4.0,236,6.212606095751519,52.71,26934.0,2952.0,9.599411835597913,8.364298389310981,8.028813756480076,7.4343164471341865,8.047541500233036,0,1,1,0,0,0,0,0,0,0,0,0,1
4.0,295,6.395261598115449,50.75,85.0,10.0,3.8308129500026027,2.9496883350525844,1.9600947840472698,1.1314021114911006,2.312535423847214,1,1,1,1,0,0,0,0,0,0,0,0,0
4.3,999,7.243512974665482,28.59,4881.0,943.0,7.959310900106966,7.055399120894699,6.098298976021809,5.130490255904535,5.50573795739701,0,1,1,0,1,0,0,0,0,0,0,0,0
3.4,330,6.212606095751519,33.87,307.0,33.0,4.763028270603671,3.914021008090819,3.6402142821326553,3.4688560301359703,4.249922794040544,1,1,0,0,0,0,1,0,0,0,0,0,0
3.9,399,6.906754778648554,60.06,19.0,1.0,2.312535423847214,1.410986973710262,0.09531017980432493,0.09531017980432493,1.1314021114911006,0,1,0,0,0,0,0,0,0,0,0,0,0
4.1,1935,8.366137716496281,54.99,219.0,27.0,4.719391330078114,4.11251186617755,2.7788192719904172,2.6461747973841225,2.7788192719904172,0,1,1,0,0,0,0,0,0,0,0,0,0
4.1,999,7.6004023345004,50.03,199.0,28.0,4.6549122778829055,3.9531649487593215,2.89591193827178,2.2082744135228043,2.714694743820879,0,1,1,0,0,0,0,0,0,0,0,1,0
4.1,249,6.7912214627261855,72.02,27.0,3.0,2.6461747973841225,1.9600947840472698,0.7419373447293773,1.410986973710262,-2.3025850929940455,0,1,0,0,0,0,1,0,0,0,0,0,0
3.6,599,7.1693500166706,53.89,85.0,10.0,3.716008121502189,2.5726122302071057,1.8082887711792655,1.9600947840472698,2.89591193827178,0,1,0,0,0,0,0,0,0,0,0,1,0
3.9,300,7.313220387090301,80.0,332.0,47.42857142857143,5.46848199307136,4.264087336809195,2.312535423847214,1.62924053973028,2.2082744135228043,0,1,1,0,0,0,0,0,0,0,0,0,0
4.1,999,7.6004023345004,50.03,14.0,1.0,2.0918640616783932,0.7419373447293773,0.7419373447293773,0.09531017980432493,0.09531017980432493,0,1,1,0,0,0,0,0,0,0,1,0,0
3.9,299,6.212606095751519,40.08,192.0,37.0,4.635699391022914,3.4372078191851885,3.139832617527748,2.6461747973841225,3.0492730404820207,0,1,0,0,0,0,0,0,0,1,0,0,0
4.1,546,6.906754778648554,45.35,654.0,104.0,5.911067610035953,4.829113417472866,4.235554730773624,3.4688560301359703,4.079230924412053,1,1,0,0,0,0,0,0,0,1,0,0,0
4.1,603,6.921658184151129,42.89,248.0,41.0,5.011301738639416,3.8732821771117156,3.40452517175483,2.8390784635086144,1.1314021114911006,0,1,1,0,0,0,0,0,0,0,0,0,1
4.1,349,6.906754778648554,65.07,560.0,27.0,5.989212012054688,4.779963476361254,3.095577608523707,1.62924053973028,2.714694743820879,1,1,1,0,0,0,0,0,0,1,0,0,0
4.7,4239,8.575273402492762,20.0,12.0,1.0,2.2082744135228043,0.7419373447293773,0.09531017980432493,-2.3025850929940455,-2.3025850929940455,1,1,1,0,0,0,0,0,0,0,1,0,0
3.8,630,6.905753276311464,36.87,66.0,13.0,3.4995332823830174,2.2082744135228043,2.4069451083182885,1.410986973710262,2.2082744135228043,1,1,1,0,0,0,0,0,0,0,0,0,1
4.3,399,6.212606095751519,20.04,12.0,2.0,2.0918640616783932,0.7419373447293773,0.09531017980432493,-2.3025850929940455,0.09531017980432493,0,1,0,0,0,0,0,0,0,0,0,0,0
4.3,380,6.906754778648554,61.96,350.0,30.0,5.361761539104571,4.264087336809195,3.4995332823830174,2.5726122302071057,3.0007198150650303,1,1,1,0,0,0,0,0,0,0,0,0,1
4.3,799,7.6004023345004,60.03,55.0,11.0,3.40452517175483,2.8390784635086144,1.8082887711792655,0.09531017980432493,0.09531017980432493,0,1,1,0,0,0,0,0,0,1,0,0,0
3.6,429,6.906754778648554,57.06,94.0,14.0,3.6402142821326553,3.0007198150650303,2.2082744135228043,2.5726122302071057,2.6461747973841225,1,1,0,0,1,0,0,0,0,0,0,0,0
4.0,398,6.906754778648554,60.16,14825.0,1945.0,8.980939786185619,7.995677296442056,7.52191336329171,6.62685019080938,7.173268426662856,0,1,0,0,0,0,0,0,0,1,0,0,0
3.6,259,5.855071922202427,25.79,211.0,32.0,4.432006566978902,3.8522730010223722,3.3357695763397,2.8390784635086144,3.55820113047182,1,1,0,0,0,0,0,0,0,0,0,0,0
4.0,316,6.906754778648554,68.37,289.0,42.0,5.011301738639416,4.144720769547168,3.370738174177447,2.89591193827178,3.370738174177447,1,1,1,0,0,0,0,0,0,1,0,0,0
4.1,1709,8.00603417874901,43.01,10146.0,1398.0,8.605771673188828,7.854420014711274,6.91085048388944,5.8524897948173935,6.62685019080938,1,1,1,0,0,0,0,0,0,0,1,0,0
4.3,549,6.906754778648554,45.05,54.0,9.0,3.4688560301359703,2.5726122302071057,1.62924053973028,0.7419373447293773,0.7419373447293773,1,1,0,0,1,0,0,0,0,0,0,0,0
3.7,229,6.212606095751519,54.11,336.0,48.0,5.075798620002669,3.8308129500026027,3.893859034800475,3.40452517175483,3.933784497209659,0,1,0,0,0,0,0,0,0,0,0,1,0
4.0,629,6.54965074223381,10.01,175.0,26.0,4.467056883858457,3.8088822465086327,2.8390784635086144,2.4069451083182885,2.714694743820879,0,1,1,0,0,0,0,0,0,0,0,1,0
4.6,1539,7.937017489515454,45.02,23.0,2.0,2.7788192719904172,1.410986973710262,1.1314021114911006,-2.3025850929940455,-2.3025850929940455,0,1,1,0,0,0,0,0,0,1,0,0,0
4.2,474,6.906754778648554,52.55,50.0,5.0,3.4995332823830174,1.62924053973028,1.8082887711792655,0.7419373447293773,1.410986973710262,0,1,0,0,0,0,0,0,0,0,0,0,0
4.1,749,6.906754778648554,25.03,375.0,50.0,5.176714544788788,4.673762977453703,3.9721769282478934,2.7788192719904172,3.095577608523707,1,1,1,0,0,0,0,0,0,1,0,0,0
4.0,349,6.212606095751519,30.06,1573.0,203.0,6.66581109820421,5.82923969201315,5.420977379283924,4.522874943261261,4.86830338551846,1,1,1,0,0,0,0,0,0,0,0,0,1
3.6,299,6.906754778648554,70.07,2079.0,272.0,6.728748223156012,5.981666704627871,5.749711406544601,5.268373490174964,5.826295049131593,1,1,1,0,0,0,0,0,0,0,0,1,0
3.9,458,7.392647520721623,79.6,96.0,20.0,1.8082887711792655,3.893859034800475,3.0007198150650303,1.62924053973028,2.7788192719904172,0,1,1,0,0,0,0,0,0,0,0,0,0
4.1,298,6.212606095751519,40.28,229.0,26.0,4.771531723203316,4.009149716158869,3.3357695763397,2.6461747973841225,2.6461747973841225,1,1,1,0,0,0,0,0,0,1,0,0,0
3.7,499,6.906754778648554,50.05,175.0,33.0,4.407938016458383,3.261935314328648,3.1822118404966093,2.7788192719904172,3.299533727885655,1,1,1,1,0,0,0,0,0,0,0,0,0
4.3,3863,8.516192691082654,22.66,36.0,5.0,3.1822118404966093,1.8082887711792655,0.7419373447293773,0.09531017980432493,1.1314021114911006,1,1,1,0,0,1,0,0,0,0,0,0,0
3.6,213,5.517452896464707,14.46,17162.0,2451.714285714286,9.414105366063788,8.210423436034636,6.144400203378695,5.638710477912486,6.1656279162004735,1,1,1,0,0,0,0,0,0,0,0,1,0
4.7,599,6.395261598115449,0.0,100.0,2.0,-2.3025850929940455,-2.3025850929940455,-2.3025850929940455,3.40452517175483,4.249922794040544,1,0,1,0,0,0,0,0,0,0,1,0,0
3.8,279,7.1693500166706,78.52,392.0,51.0,5.338018733399589,3.893859034800475,3.8522730010223722,3.095577608523707,4.191168746857641,1,1,0,0,0,0,0,0,0,0,0,0,0
4.0,131,5.988961416889864,67.17,372.0,56.0,5.2786247332023,4.235554730773624,3.763522997109702,3.261935314328648,3.6402142821326553,1,1,0,0,0,0,0,0,0,1,0,0,0
3.8,629,6.906754778648554,37.04,4.0,1.0,0.7419373447293773,0.09531017980432493,-2.3025850929940455,-2.3025850929940455,0.09531017980432493,1,1,1,0,1,0,0,0,0,0,0,0,0
4.2,989,7.1693500166706,23.86,5228.0,807.0,8.010060739487864,7.080110671464242,6.238519918468505,5.19351225218191,5.820379622240015,0,1,1,0,0,0,0,0,0,0,1,0,0
3.9,499,6.906754778648554,50.05,475.0,65.0,5.384953673207583,4.779963476361254,4.144720769547168,3.4995332823830174,3.7400477406883357,1,1,1,0,0,0,0,0,0,1,0,0,0
3.8,249,6.212606095751519,50.1,4.0,1.0,0.09531017980432493,0.7419373447293773,-2.3025850929940455,0.09531017980432493,-2.3025850929940455,1,1,0,0,0,0,0,0,0,1,0,0,0
4.3,605,7.1693500166706,53.43,415.0,61.0,5.533784667551078,4.489759334476764,3.8732821771117156,2.312535423847214,2.714694743820879,1,1,0,0,0,0,0,0,0,1,0,0,0
3.7,451,6.234410725718371,11.57,15280.0,2056.0,8.882960672665856,7.7977431024352395,7.67280442883116,7.056261487281361,7.752807763255236,0,1,1,0,0,0,0,0,1,0,0,0,0
4.0,399,7.6004023345004,80.04,1689.0,332.0,6.795817625741273,5.8321756894246,5.288771953704505,4.432006566978902,5.1480757032174935,1,1,0,0,1,0,0,0,0,0,0,0,0
4.2,425,6.212606095751519,14.83,282.0,50.0,5.130490255904535,4.044804116661965,3.1822118404966093,2.2082744135228043,3.139832617527748,1,1,0,0,0,0,0,0,0,1,0,0,0
3.9,304,7.089243155027514,74.65,111.0,20.0,4.096009841541162,2.8390784635086144,2.4932054526026954,1.8082887711792655,2.7788192719904172,1,1,0,1,0,0,0,0,0,0,0,0,0
3.5,238,6.906754778648554,76.18,63.0,7.0,3.529297384289471,0.09531017980432493,1.62924053973028,2.312535423847214,2.5726122302071057,0,1,0,0,0,0,0,0,0,0,0,0,0
4.3,397,6.906754778648554,60.26,2347.0,390.0,7.332434606014106,5.929855065476291,5.236973736306985,4.443827035579329,5.130490255904535,1,1,0,0,1,0,0,0,0,0,0,0,0
4.0,350,6.212606095751519,29.86,698.0,82.0,5.905634290502789,4.898585790287632,4.522874943261261,3.66612246699132,4.191168746857641,0,1,0,0,0,0,0,1,0,0,0,0,0
4.0,995,7.595889917718538,50.0,23.0,5.0,2.4069451083182885,1.8082887711792655,1.1314021114911006,-2.3025850929940455,1.1314021114911006,1,1,1,0,0,0,0,0,0,0,0,0,1
3.7,499,6.396929655216146,16.83,13.0,1.0,1.9600947840472698,0.7419373447293773,-2.3025850929940455,0.09531017980432493,1.1314021114911006,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,924,7.4949862339505335,48.64,118.0,9.0,4.11251186617755,3.095577608523707,2.8390784635086144,2.0918640616783932,2.312535423847214,0,1,1,0,0,0,0,0,0,0,0,0,0
2.3,569,7.377133712833954,64.42,3.0,0.0,0.09531017980432493,-2.3025850929940455,-2.3025850929940455,-2.3025850929940455,0.7419373447293773,0,1,1,0,0,0,0,0,0,0,0,0,0
4.2,3900,8.7787879291047,39.95,13.0,1.0,1.9600947840472698,1.410986973710262,0.09531017980432493,-2.3025850929940455,0.09531017980432493,1,1,1,0,0,0,0,0,0,0,1,0,0
3.7,499,7.6004023345004,75.04,25.0,6.0,2.4932054526026954,1.410986973710262,1.1314021114911006,0.7419373447293773,1.410986973710262,0,1,0,0,0,0,0,1,0,0,0,0,0
3.8,442,6.905753276311464,55.71,2673.0,405.0,7.051076098426359,6.390408438225881,6.102782283239935,5.313698468586339,5.609838028479659,1,1,1,0,0,0,0,0,1,0,0,0,0
4.4,489,6.54965074223381,30.04,248.0,23.0,5.03760174232607,3.9721769282478934,3.370738174177447,1.62924053973028,1.9600947840472698,0,1,1,0,0,0,1,0,0,0,0,0,0
3.8,599,6.906754778648554,40.04,311.0,47.0,5.136386499401816,3.40452517175483,3.6913763343125234,3.1822118404966093,3.8522730010223722,0,1,1,0,0,0,0,0,0,0,0,0,1
4.3,2999,8.51699317141357,40.01,84.0,12.0,3.8308129500026027,3.299533727885655,1.62924053973028,0.09531017980432493,1.62924053973028,0,1,1,0,0,0,0,0,0,0,1,0,0
4.1,704,6.754604099487962,38.04,408.0,102.0,5.501666290534067,3.6136169696133895,3.6402142821326553,3.4372078191851885,4.044804116661965,1,1,1,0,0,0,0,0,0,1,0,0,0
3.4,488,6.1903154058531475,0.0,100.0,2.0,3.139832617527748,3.139832617527748,-2.3025850929940455,-2.3025850929940455,3.9908341858524357,1,0,0,0,0,0,0,0,0,0,0,0,0
3.8,279,6.212606095751519,44.09,307.0,55.0,4.837075242970874,4.432006566978902,3.6136169696133895,2.89591193827178,3.7400477406883357,1,1,0,0,0,0,0,0,0,1,0,0,0
4.0,199,6.212606095751519,60.12,55.0,7.0,3.4372078191851885,2.2082744135228043,1.8082887711792655,1.410986973710262,1.62924053973028,1,1,0,0,0,1,0,0,0,0,0,0,0
4.8,551,7.24422751560335,56.2,15.0,3.0,2.2082744135228043,0.09531017980432493,1.1314021114911006,0.09531017980432493,0.09531017980432493,1,1,0,0,0,0,0,0,0,1,0,0,0
4.1,499,6.80128303447162,44.49,2129.0,284.0,7.01580218306527,6.204759762367377,5.583872177983643,4.616110126026426,5.031091302663638,1,1,1,0,0,0,0,0,0,1,0,0,0
3.8,479,6.395261598115449,20.03,20.0,1.0,2.0918640616783932,1.62924053973028,1.62924053973028,-2.3025850929940455,0.7419373447293773,1,1,1,0,0,0,0,0,0,0,0,0,0
4.2,449,6.906754778648554,55.06,620.0,91.0,5.849612922867741,4.883559211528279,4.3054155323020415,3.299533727885655,3.6913763343125234,1,1,1,0,0,0,0,0,0,1,0,0,0
4.3,2797,8.292798858200374,29.99,977.0,144.0,6.410339342126064,5.3757412635128405,4.079230924412053,3.370738174177447,4.175924549214524,0,1,1,0,0,0,0,0,0,0,1,0,0
4.1,453,6.906754778648554,54.65,181.0,27.0,4.616110126026426,3.6913763343125234,2.6461747973841225,2.4069451083182885,2.714694743820879,1,1,1,0,0,0,0,0,0,1,0,0,0
4.2,1349,7.900636613018005,50.02,15844.0,2084.0,9.068673115642621,8.306249913183345,7.311285182455791,6.288044416495374,6.985734320298725,0,1,1,0,0,0,0,0,0,0,1,0,0
4.0,569,6.682108597449809,28.7,2185.0,346.0,6.953779717293417,6.282453645317259,5.680513847716846,4.763028270603671,5.263208189434469,1,1,1,0,0,1,0,0,0,0,0,0,0
4.0,403,6.906754778648554,59.66,2797.0,388.0,7.216048475338027,6.51040713897592,5.968963281761469,5.03760174232607,5.3895282466014205,1,1,0,0,0,0,0,0,0,1,0,0,0
4.1,497,6.395261598115449,17.03,31709.0,4593.0,9.73329810320472,8.950286436641875,8.210423436034636,7.168656935898949,7.674199388603539,0,1,1,0,0,0,0,0,0,0,1,0,0
4.2,2165,8.242493153187626,43.01,2986.0,426.57142857142856,7.662514828669605,6.452206670705986,4.73707525686803,3.6402142821326553,4.291828366755733,0,1,1,0,0,0,0,0,0,0,1,0,0
3.6,168,6.212606095751519,66.33,41.0,3.0,3.0007198150650303,1.62924053973028,1.1314021114911006,1.9600947840472698,1.8082887711792655,1,1,0,0,0,0,0,0,0,0,0,0,0
4.3,655,6.906754778648554,34.43,18.0,6.0,2.5726122302071057,0.7419373447293773,0.09531017980432493,-2.3025850929940455,0.7419373447293773,1,1,0,0,0,0,0,0,0,0,0,0,1
3.8,399,6.395261598115449,33.39,8054.0,1191.0,8.168514761396182,7.521372120585274,7.05712311063296,6.289901082457623,6.886633782360025,1,1,0,0,0,0,0,0,0,1,0,0,0
4.0,597,6.683360945766275,25.28,38.0,4.0,2.9496883350525844,2.0918640616783932,1.410986973710262,1.1314021114911006,1.410986973710262,1,1,1,0,0,0,0,0,0,1,0,0,0
4.1,437,6.437751649736401,30.08,114.0,10.0,4.128745988939433,3.261935314328648,2.312535423847214,1.410986973710262,2.4932054526026954,1,1,0,0,0,0,0,0,0,1,0,0,0
4.6,569,6.906754778648554,43.04,144.0,20.0,4.673762977453703,3.2228678461377385,1.8082887711792655,0.09531017980432493,1.62924053973028,1,1,0,0,0,0,0,0,0,0,0,0,0
3.6,399,6.906754778648554,60.06,1638.0,153.0,6.689723639554104,5.187944309066666,5.17105201550216,5.112590016619249,5.74652262833236,0,1,1,0,0,0,0,0,0,0,1,0,0
4.3,332,6.906754778648554,66.77,79.0,22.0,3.8522730010223722,2.89591193827178,1.8082887711792655,1.410986973710262,1.410986973710262,1,1,1,1,0,0,0,0,0,0,0,0,0
4.8,449,7.781973234434385,81.27,12.0,1.0,2.312535423847214,0.09531017980432493,0.09531017980432493,-2.3025850929940455,-2.3025850929940455,1,1,1,0,0,0,1,0,0,0,0,0,0
3.4,420,6.906754778648554,57.96,18.0,2.0,2.0918640616783932,0.7419373447293773,0.09531017980432493,1.410986973710262,1.1314021114911006,1,1,0,1,0,0,0,0,0,0,0,0,0
4.4,1259,8.342601680684194,70.02,74.0,4.0,3.893859034800475,2.714694743820879,1.62924053973028,0.09531017980432493,1.410986973710262,1,1,1,0,0,0,0,0,0,0,1,0,0
4.2,1814,8.101374671228582,45.01,646.0,74.0,5.911067610035953,5.056882545261575,3.9721769282478934,3.139832617527748,3.7864597824528,0,1,1,0,0,0,0,0,0,0,1,0,0
