SalePrice,OverallQual,GrLivArea,ExterQual,KitchenQual,GarageCars,TotalBsmtSF,GarageArea,1stFlrSF,BsmtQual,FullBath,TotRmsAbvGrd,YearBuilt,GarageFinish,FireplaceQu,YearRemodAdd,MasVnrArea,Fireplaces,HeatingQC,BsmtFinSF1,LotArea,BsmtExposure,LotFrontage,OpenPorchSF,WoodDeckSF,2ndFlrSF,BsmtFinType1,HalfBath,GarageCond,CentralAir,Electrical,BsmtUnfSF,BsmtCond,BsmtFullBath,BedroomAbvGr,ScreenPorch,Functional,EnclosedPorch,KitchenAbvGr,Fence,LotShape,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice_log
129500,5,1040,3,3,1,1040,384,1040,3,1,5,1965,0,0,1965,0.0,0,5,906,11200,1,70.0,0,0,0,2,0,3,1,5,134,3,1,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.771436160121729
345000,9,2324,5,5,3,1175,736,1182,5,3,11,2005,5,4,2006,286.0,2,5,998,11924,1,85.0,21,147,1142,5,0,3,1,5,177,3,1,4,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.751299696013497
144000,5,912,3,3,1,912,352,912,3,1,4,1962,0,0,1962,0.0,0,3,737,12968,1,72.54446618830181,0,140,0,4,0,3,1,5,175,3,1,2,176,7,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.877568578558138
279500,7,1494,4,4,3,1494,840,1494,4,2,7,2006,2,4,2007,306.0,1,5,0,10652,3,91.0,33,160,0,0,0,3,1,5,1494,3,0,3,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.540757571577291
157000,6,1253,3,3,1,1253,352,1253,3,1,5,1960,2,2,1960,212.0,1,3,733,10920,1,99.5,213,0,0,3,1,3,1,5,520,3,1,2,0,7,176,1,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.964001084330445
132000,7,854,3,3,2,832,576,854,3,1,5,1929,0,0,2001,0.0,0,5,0,6120,1,51.0,112,48,0,0,0,3,1,4,832,3,0,2,0,7,0,1,5,5,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.790557201568507
149000,6,1004,3,3,2,1004,480,1004,3,1,5,1970,5,3,1970,180.0,1,5,578,11241,1,47.0,0,0,0,4,0,3,1,5,426,3,1,2,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.911701584927597
90000,4,1296,3,3,2,0,516,1296,0,2,6,1967,0,0,1967,0.0,0,3,0,10791,0,72.0,0,0,0,0,0,3,1,5,0,0,0,2,0,7,0,2,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.407564949312402
159000,5,1114,3,4,2,1114,576,1114,3,1,6,2004,0,0,2004,0.0,0,5,646,13695,1,66.0,102,0,0,5,1,3,1,5,468,3,1,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.976659481202368
139000,5,1339,3,3,1,1029,294,1339,3,1,6,1958,0,0,1965,0.0,0,3,504,7560,1,70.0,0,0,0,1,0,3,1,5,525,3,0,3,0,6,0,1,4,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.842229212112828
325300,8,2376,4,4,3,1158,853,1158,5,3,9,2005,2,4,2006,380.0,1,5,0,14215,3,101.0,154,240,1218,0,1,3,1,5,1158,3,0,4,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.692503112461443
139400,7,1108,3,4,1,637,280,1108,3,1,6,1930,0,4,1950,0.0,1,5,0,7449,1,57.0,0,0,0,0,0,3,1,3,637,3,0,3,0,7,205,1,5,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.845102777308561
230000,8,1795,4,4,2,1777,534,1795,4,2,7,2002,2,4,2002,281.0,1,5,0,9742,1,75.0,159,171,0,0,0,3,1,5,1777,3,0,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.345834587905333
129900,5,1060,3,3,2,1040,572,1060,4,1,6,1976,0,3,1976,0.0,1,3,840,4224,1,44.0,110,100,0,5,0,3,1,5,200,3,1,3,0,7,0,1,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.77452020265869
154000,5,1060,3,4,1,1060,270,1060,3,1,6,1968,0,3,2001,0.0,1,5,188,8246,2,81.11111111111111,90,406,0,2,0,3,1,5,204,3,1,3,0,7,0,1,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.944707881395766
256300,8,1600,4,4,3,1566,890,1600,4,2,7,2007,2,4,2007,640.0,1,5,0,14230,1,110.0,56,0,0,0,0,3,1,5,1566,3,0,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.454103912352162
134800,5,900,3,4,2,900,576,900,3,1,5,1951,0,0,2000,0.0,0,3,234,7200,2,60.0,32,222,0,3,0,3,1,5,180,3,0,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.811547477460344
306000,8,1704,4,4,3,1704,772,1704,5,2,7,2007,2,4,2008,200.0,1,5,1218,11478,1,98.0,50,0,0,5,0,3,1,5,486,3,1,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.631340380934517
207500,5,1600,3,3,1,1484,319,1600,3,1,6,1957,2,4,1997,0.0,2,3,1277,16321,4,47.0,258,288,0,3,0,3,1,5,207,3,1,2,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.24288661865289
68500,4,520,3,2,1,520,240,520,3,1,4,1927,0,0,1950,0.0,0,2,0,6324,1,60.0,0,49,0,0,0,3,0,5,520,3,0,1,0,7,87,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.134589024250317
40000,4,1317,3,3,1,649,250,649,3,1,6,1920,0,0,1950,0.0,0,3,0,8500,1,50.0,54,0,668,0,0,2,0,5,649,3,0,3,0,7,172,1,4,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10.596634733096073
149350,5,1228,3,4,1,1228,271,1228,3,1,6,1966,0,0,2006,0.0,0,4,0,8544,1,40.0,65,0,0,0,1,3,1,5,1228,3,0,3,0,7,0,1,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.914047823644255
179900,8,1234,4,4,2,1234,484,1234,5,2,7,2007,2,0,2007,0.0,0,5,0,11049,3,85.0,30,0,0,0,0,3,1,5,1234,3,0,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.100156419938624
165500,5,1700,3,4,2,1398,447,1700,3,1,6,1959,2,4,1959,0.0,1,4,1018,10552,1,70.0,38,0,0,2,1,3,1,5,380,3,0,4,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.016726473799254
277500,9,1561,5,5,2,1561,556,1561,5,2,6,2005,5,4,2005,246.0,1,5,1153,7313,1,60.0,47,203,0,5,0,3,1,5,408,3,1,2,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.533576212168626
309000,8,2452,4,4,3,1117,691,1132,5,3,9,2004,5,4,2005,132.0,1,5,0,13418,3,108.0,32,113,1320,0,1,3,1,5,1117,3,0,4,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.641096555879882
145000,5,1097,3,3,2,1097,672,1097,4,1,6,1994,0,0,1995,0.0,0,5,0,10859,1,112.0,64,392,0,0,1,3,1,5,1097,3,0,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.884489021402711
153000,5,1297,3,3,2,1297,498,1297,3,1,5,1954,5,3,1990,650.0,1,4,1213,8532,1,74.0,0,0,0,2,0,3,1,5,84,3,0,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.938193200374572
109000,5,1057,3,4,1,1057,246,1057,3,1,5,1953,0,0,2007,0.0,0,3,731,7922,1,68.0,52,0,0,5,0,3,1,5,326,3,1,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.59910316121128
82000,4,1152,3,2,0,0,0,1152,0,2,6,1955,0,0,1955,0.0,0,3,0,6040,0,65.0,0,0,0,0,0,0,0,2,0,0,0,2,0,7,0,2,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11.314474526246391
160000,6,1324,3,3,2,1088,440,1324,3,2,6,1965,2,3,1965,101.0,1,5,643,8658,1,84.0,138,0,0,2,0,3,1,5,445,3,0,3,0,7,0,1,3,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.982929094215963
170000,5,1328,3,3,1,1350,308,1328,3,1,5,1959,2,4,1959,0.0,2,4,967,16905,4,115.0,104,0,0,3,1,3,1,5,383,3,0,2,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.043553716032399
144000,5,884,3,4,2,840,504,884,4,1,5,1983,2,0,1983,0.0,0,4,747,9180,3,90.0,0,240,0,4,0,4,1,5,0,3,1,2,0,7,0,1,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.877568578558138
130250,5,938,3,3,1,938,308,938,4,1,5,1975,0,0,1980,0.0,0,3,280,9200,3,59.833333333333336,0,145,0,1,0,3,1,5,167,3,1,3,0,7,0,1,4,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.777210959615614
141000,5,1150,3,3,1,1150,300,1150,3,1,6,1959,2,0,1959,0.0,0,5,179,7945,1,70.0,0,0,0,4,0,3,1,4,465,3,1,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.856515169360305
319900,9,1752,5,5,2,1752,576,1752,5,2,6,2005,2,4,2005,412.0,1,5,456,7658,1,61.0,82,196,0,5,0,3,1,5,1296,3,1,2,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.675763725937609
239686,7,2149,4,4,2,1434,670,1518,5,1,6,2003,2,5,2003,0.0,1,5,1351,12822,1,48.0,43,168,631,5,1,3,1,5,83,3,1,1,198,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.387085012375499
249700,8,1656,4,4,3,1656,826,1656,4,2,7,2006,2,0,2006,0.0,0,5,24,11096,3,84.0,146,0,0,5,0,3,1,5,1632,3,0,3,0,7,0,1,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.428015476267865
113000,4,1452,3,3,0,736,0,736,3,2,8,1920,0,0,2008,0.0,0,4,0,4456,1,33.0,0,0,716,0,0,0,1,5,736,3,0,2,0,7,102,3,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.635143097694478
127000,5,955,3,3,1,955,386,955,3,1,6,1966,0,0,1966,0.0,0,5,763,7742,1,66.0,0,0,0,3,0,3,1,5,192,3,1,3,0,7,0,1,4,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.751942365440728
177000,6,1470,3,3,2,794,388,794,4,2,6,1997,5,0,1997,0.0,0,4,182,13869,3,79.69677777777778,75,0,676,5,0,3,1,5,612,3,0,3,0,7,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.083905011555967
114500,6,1176,3,3,2,816,528,816,3,1,6,1934,0,4,1950,0.0,1,3,0,6240,1,52.0,0,112,0,0,0,3,1,5,816,3,0,3,0,7,0,1,4,5,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.648330101976432
110000,5,816,2,3,2,816,516,816,4,1,5,1963,0,0,1963,0.0,0,3,104,8472,4,110.0,0,106,0,1,0,3,0,5,0,3,1,2,0,7,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.608235644774552
385000,9,1842,4,4,3,1842,894,1842,5,0,5,1981,5,4,1987,0.0,1,4,1810,50271,4,68.0,72,857,0,5,1,3,1,5,32,3,2,0,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.86099861326992
130000,5,1360,3,3,2,384,572,1360,3,1,6,1955,0,3,1955,0.0,1,3,384,7134,1,60.0,50,0,0,4,0,3,1,5,0,3,0,3,0,6,0,1,4,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.77528972943772
180500,6,1425,3,3,2,1425,576,1425,3,2,7,1964,2,4,1964,272.0,1,4,490,10175,1,100.0,0,0,0,3,0,3,1,5,935,3,0,3,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.103486056755072
172500,8,1739,4,4,2,970,480,983,4,2,7,1999,5,0,2000,456.0,0,5,649,2645,1,24.0,0,115,756,5,1,3,1,5,321,3,1,3,0,7,0,1,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.058152515453552
